id,label
629,2
630,5
631,3
632,11
633,4
634,6
635,3
636,8
637,5
638,8
639,8
640,13
641,12
642,8
643,10
644,3
645,10
646,5
647,8
648,3
649,10
650,11
651,4
652,5
653,5
654,1
655,3
656,5
657,3
658,12
659,5
660,1
661,10
662,1
663,11
664,8
665,3
666,5
667,9
668,0
669,3
670,11
671,10
672,1
673,11
674,2
675,13
676,3
677,6
678,1
679,6
680,11
681,6
682,12
683,8
684,12
685,12
686,6
687,11
688,5
689,11
690,11
691,1
692,5
693,8
694,11
695,0
696,12
697,11
698,1
699,1
700,10
701,8
702,13
703,5
704,11
705,6
706,8
707,10
708,10
709,12
710,1
711,13
712,8
713,10
714,9
715,8
716,1
717,3
718,6
719,6
720,1
721,12
722,8
723,10
724,10
725,10
726,5
727,1
728,1
729,6
730,5
731,12
732,3
733,1
734,6
735,0
736,11
737,6
738,10
739,3
740,6
741,7
742,0
743,12
744,10
745,0
746,0
747,5
748,1
749,1
750,0
751,5
752,1
753,11
754,1
755,11
756,5
757,13
758,10
759,10
760,1
761,8
762,13
763,0
764,1
765,4
766,6
767,6
768,6
769,5
770,10
771,8
772,8
773,10
774,3
775,3
776,6
777,3
778,2
779,8
780,13
781,12
782,13
783,11
784,10
785,5
786,6
787,8
788,5
789,9
790,10
791,5
792,1
793,1
794,13
795,3
796,10
797,6
798,9
799,8
800,1
801,10
802,6
803,5
804,5
805,10
806,13
807,3
808,5
809,5
810,13
811,6
812,1
813,6
814,6
815,2
816,3
817,6
818,12
819,13
820,3
821,6
822,5
823,5
824,3
825,5
826,6
827,5
828,13
829,10
830,4
831,5
832,5
833,13
834,4
835,12
836,5
837,5
838,0
839,10
840,13
841,1
842,10
843,0
844,11
845,8
846,3
847,13
848,1
849,8
850,6
851,5
852,4
853,6
854,5
855,10
856,8
857,6
858,1
859,6
860,1
861,5
862,8
863,11
864,3
865,6
866,6
867,1
868,3
869,8
870,10
871,6
872,1
873,11
874,10
875,11
876,5
877,10
878,1
879,1
880,10
881,5
882,0
883,11
884,5
885,5
886,6
887,5
888,1
889,13
890,3
891,1
892,6
893,11
894,8
895,11
896,10
897,4
898,0
899,6
900,0
901,3
902,11
903,2
904,1
905,10
906,2
907,13
908,1
909,8
910,8
911,6
912,8
913,5
914,13
915,8
916,2
917,1
918,13
919,3
920,5
921,6
922,5
923,6
924,5
925,3
926,4
927,10
928,3
929,6
930,10
931,6
932,10
933,11
934,5
935,11
936,4
937,11
938,3
939,3
940,5
941,5
942,10
943,9
944,6
945,10
946,8
947,3
948,4
949,11
950,5
951,5
952,6
953,5
954,8
955,3
956,6
957,10
958,2
959,5
960,1
961,10
962,6
963,10
964,5
965,11
966,1
967,1
968,1
969,5
970,5
971,8
972,1
973,6
974,4
975,12
976,2
977,5
978,8
979,6
980,3
981,5
982,5
983,3
984,10
985,8
986,3
987,10
988,4
989,4
990,5
991,0
992,11
993,6
994,1
995,1
996,1
997,5
998,6
999,6
1000,8
1001,4
1002,5
1003,4
1004,5
1005,5
1006,13
1007,3
1008,10
1009,11
1010,11
1011,5
1012,1
1013,2
1014,2
1015,1
1016,4
1017,11
1018,13
1019,10
1020,4
1021,11
1022,6
1023,12
1024,13
1025,12
1026,5
1027,6
1028,6
1029,1
1030,0
1031,10
1032,6
1033,8
1034,0
1035,3
1036,5
1037,5
1038,8
1039,0
1040,8
1041,11
1042,12
1043,5
1044,1
1045,10
1046,5
1047,0
1048,5
1049,5
1050,4
1051,10
1052,5
1053,5
1054,11
1055,5
1056,5
1057,6
1058,1
1059,0
1060,11
1061,3
1062,13
1063,5
1064,8
1065,0
1066,1
1067,5
1068,5
1069,8
1070,1
1071,6
1072,8
1073,5
1074,13
1075,1
1076,1
1077,0
1078,8
1079,10
1080,1
1081,10
1082,3
1083,12
1084,6
1085,3
1086,1
1087,5
1088,4
1089,5
1090,1
1091,12
1092,1
1093,1
1094,5
1095,8
1096,5
1097,11
1098,3
1099,10
1100,1
1101,6
1102,6
1103,2
1104,5
1105,3
1106,13
1107,10
1108,12
1109,5
1110,13
1111,5
1112,4
1113,8
1114,1
1115,4
1116,1
1117,8
1118,6
1119,1
1120,10
1121,6
1122,6
1123,2
1124,13
1125,3
1126,13
1127,5
1128,8
1129,3
1130,6
1131,8
1132,6
1133,5
1134,10
1135,5
1136,13
1137,13
1138,13
1139,1
1140,11
1141,13
1142,6
1143,1
1144,10
1145,3
1146,8
1147,12
1148,10
1149,1
1150,6
1151,1
1152,11
1153,5
1154,6
1155,12
1156,8
1157,8
1158,10
1159,6
1160,13
1161,8
1162,1
1163,12
1164,4
1165,2
1166,5
1167,10
1168,13
1169,5
1170,5
1171,13
1172,1
1173,3
1174,0
1175,4
1176,6
1177,1
1178,6
1179,3
1180,8
1181,5
1182,10
1183,0
1184,3
1185,3
1186,13
1187,0
1188,5
1189,4
1190,12
1191,1
1192,6
1193,3
1194,6
1195,6
1196,10
1197,5
1198,12
1199,0
1200,6
1201,10
1202,1
1203,1
1204,10
1205,8
1206,5
1207,10
1208,3
1209,6
1210,6
1211,1
1212,11
1213,10
1214,8
1215,3
1216,1
1217,1
1218,3
1219,5
1220,3
1221,4
1222,1
1223,5
1224,8
1225,3
1226,13
1227,6
1228,6
1229,10
1230,5
1231,5
1232,12
1233,0
1234,5
1235,1
1236,3
1237,6
1238,8
1239,3
1240,1
1241,0
1242,10
1243,13
1244,6
1245,3
1246,8
1247,10
1248,3
1249,9
1250,6
1251,6
1252,12
1253,5
1254,4
1255,8
1256,6
1257,1
1258,4
1259,11
1260,6
1261,5
1262,8
1263,8
1264,6
1265,0
1266,6
1267,5
1268,10
1269,10
1270,1
1271,1
1272,10
1273,10
1274,6
1275,4
1276,8
1277,1
1278,0
1279,5
1280,3
1281,1
1282,1
1283,1
1284,8
1285,1
1286,5
1287,5
1288,13
1289,7
1290,3
1291,8
1292,5
1293,6
1294,8
1295,5
1296,2
1297,5
1298,1
1299,5
1300,1
1301,10
1302,10
1303,6
1304,1
1305,2
1306,1
1307,1
1308,10
1309,0
1310,3
1311,12
1312,8
1313,5
1314,6
1315,8
1316,12
1317,10
1318,2
1319,3
1320,6
1321,6
1322,13
1323,5
1324,6
1325,4
1326,12
1327,12
1328,1
1329,6
1330,11
1331,1
1332,0
1333,8
1334,4
1335,12
1336,8
1337,3
1338,2
1339,3
1340,9
1341,1
1342,11
1343,10
1344,8
1345,5
1346,6
1347,4
1348,8
1349,6
1350,4
1351,1
1352,9
1353,5
1354,0
1355,1
1356,12
1357,2
1358,8
1359,6
1360,12
1361,10
1362,3
1363,5
1364,1
1365,6
1366,11
1367,5
1368,12
1369,6
1370,5
1371,0
1372,10
1373,5
1374,8
1375,13
1376,1
1377,5
1378,6
1379,1
1380,3
1381,8
1382,8
1383,12
1384,1
1385,6
1386,6
1387,1
1388,6
1389,5
1390,8
1391,10
1392,12
1393,1
1394,8
1395,0
1396,3
1397,10
1398,5
1399,10
1400,0
1401,2
1402,8
1403,6
1404,5
1405,12
1406,11
1407,13
1408,1
1409,10
1410,6
1411,8
1412,0
1413,1
1414,6
1415,5
1416,5
1417,13
1418,6
1419,8
1420,6
1421,3
1422,1
1423,6
1424,13
1425,1
1426,12
1427,8
1428,6
1429,8
1430,2
1431,1
1432,1
1433,5
1434,11
1435,6
1436,11
1437,3
1438,10
1439,5
1440,10
1441,8
1442,8
1443,1
1444,1
1445,10
1446,6
1447,3
1448,5
1449,3
1450,4
1451,4
1452,5
1453,5
1454,8
1455,3
1456,1
1457,6
1458,5
1459,8
1460,11
1461,6
1462,3
1463,13
1464,10
1465,12
1466,12
1467,5
1468,4
1469,8
1470,10
1471,6
1472,11
1473,1
1474,12
1475,10
1476,4
1477,6
1478,4
1479,6
1480,6
1481,5
1482,4
1483,5
1484,6
1485,5
1486,6
1487,1
1488,1
1489,12
1490,5
1491,3
1492,13
1493,11
1494,3
1495,5
1496,10
1497,8
1498,5
1499,0
1500,5
1501,5
1502,8
1503,13
1504,8
1505,6
1506,6
1507,8
1508,6
1509,5
1510,1
1511,10
1512,3
1513,3
1514,8
1515,3
1516,1
1517,5
1518,1
1519,1
1520,5
1521,8
1522,4
1523,5
1524,0
1525,4
1526,5
1527,5
1528,6
1529,11
1530,4
1531,6
1532,5
1533,6
1534,10
1535,10
1536,8
1537,0
1538,1
1539,11
1540,6
1541,6
1542,10
1543,10
1544,10
1545,10
1546,5
1547,11
1548,8
1549,3
1550,1
1551,6
1552,3
1553,3
1554,9
1555,8
1556,8
1557,1
1558,5
1559,6
1560,12
1561,11
1562,10
1563,8
1564,5
1565,1
1566,1
1567,13
1568,8
1569,1
1570,5
1571,1
1572,3
1573,12
1574,4
1575,9
1576,6
1577,1
1578,11
1579,6
1580,3
1581,6
1582,3
1583,3
1584,5
1585,8
1586,7
1587,2
1588,4
1589,6
1590,3
1591,6
1592,13
1593,11
1594,6
1595,8
1596,1
1597,7
1598,0
1599,8
1600,6
1601,4
1602,4
1603,2
1604,3
1605,4
1606,3
1607,6
1608,10
1609,6
1610,3
1611,3
1612,3
1613,5
1614,13
1615,8
1616,0
1617,3
1618,5
1619,5
1620,4
1621,6
1622,6
1623,10
1624,5
1625,4
1626,4
1627,10
1628,1
1629,1
1630,0
1631,5
1632,3
1633,8
1634,0
1635,6
1636,1
1637,8
1638,6
1639,2
1640,5
1641,1
1642,5
1643,8
1644,5
1645,6
1646,2
1647,0
1648,10
1649,0
1650,5
1651,6
1652,6
1653,6
1654,5
1655,5
1656,8
1657,2
1658,4
1659,6
1660,0
1661,8
1662,6
1663,10
1664,1
1665,6
1666,8
1667,3
1668,5
1669,8
1670,4
1671,5
1672,5
1673,8
1674,5
1675,6
1676,1
1677,8
1678,8
1679,1
1680,1
1681,6
1682,5
1683,8
1684,0
1685,5
1686,8
1687,8
1688,9
1689,7
1690,6
1691,2
1692,6
1693,6
1694,3
1695,3
1696,0
1697,6
1698,6
1699,10
1700,8
1701,5
1702,6
1703,6
1704,8
1705,2
1706,6
1707,6
1708,8
1709,2
1710,11
1711,3
1712,5
1713,11
1714,6
1715,8
1716,5
1717,5
1718,6
1719,8
1720,11
1721,3
1722,8
1723,1
1724,2
1725,5
1726,8
1727,5
1728,1
1729,12
1730,10
1731,1
1732,8
1733,0
1734,2
1735,5
1736,5
1737,4
1738,2
1739,5
1740,8
1741,6
1742,8
1743,11
1744,13
1745,0
1746,13
1747,2
1748,5
1749,5
1750,11
1751,6
1752,8
1753,3
1754,5
1755,5
1756,5
1757,8
1758,11
1759,7
1760,12
1761,5
1762,13
1763,10
1764,5
1765,0
1766,5
1767,8
1768,3
1769,1
1770,13
1771,8
1772,13
1773,0
1774,1
1775,3
1776,13
1777,0
1778,6
1779,3
1780,5
1781,11
1782,2
1783,6
1784,6
1785,12
1786,3
1787,10
1788,9
1789,0
1790,8
1791,11
1792,0
1793,0
1794,13
1795,13
1796,5
1797,10
1798,11
1799,3
1800,9
1801,3
1802,10
1803,3
1804,6
1805,8
1806,11
1807,5
1808,6
1809,6
1810,4
1811,0
1812,13
1813,2
1814,2
1815,4
1816,2
1817,6
1818,5
1819,5
1820,9
1821,4
1822,6
1823,3
1824,4
1825,8
1826,3
1827,2
1828,6
1829,10
1830,5
1831,1
1832,3
1833,12
1834,6
1835,1
1836,13
1837,6
1838,5
1839,11
1840,1
1841,0
1842,3
1843,11
1844,11
1845,5
1846,5
1847,12
1848,4
1849,5
1850,6
1851,8
1852,12
1853,5
1854,0
1855,3
1856,3
1857,5
1858,5
1859,10
1860,8
1861,9
1862,6
1863,5
1864,5
1865,11
1866,8
1867,1
1868,11
1869,5
1870,8
1871,8
1872,1
1873,8
1874,5
1875,4
1876,8
1877,11
1878,13
1879,4
1880,2
1881,5
1882,3
1883,1
1884,7
1885,6
1886,1
1887,4
1888,4
1889,1
1890,0
1891,5
1892,5
1893,4
1894,2
1895,13
1896,6
1897,5
1898,5
1899,11
1900,5
1901,13
1902,5
1903,3
1904,8
1905,8
1906,6
1907,11
1908,6
1909,5
1910,6
1911,8
1912,11
1913,6
1914,6
1915,3
1916,5
1917,1
1918,10
1919,10
1920,4
1921,6
1922,6
1923,13
1924,6
1925,6
1926,6
1927,8
1928,11
1929,6
1930,11
1931,6
1932,3
1933,6
1934,2
1935,5
1936,6
1937,6
1938,6
1939,8
1940,11
1941,5
1942,12
1943,13
1944,6
1945,11
1946,4
1947,6
1948,3
1949,6
1950,4
1951,5
1952,2
1953,13
1954,2
1955,5
1956,2
1957,8
1958,6
1959,11
1960,12
1961,13
1962,12
1963,6
1964,5
1965,5
1966,4
1967,3
1968,5
1969,10
1970,8
1971,5
1972,13
1973,8
1974,6
1975,5
1976,13
1977,5
1978,8
1979,5
1980,12
1981,5
1982,11
1983,8
1984,5
1985,13
1986,1
1987,6
1988,11
1989,5
1990,3
1991,6
1992,4
1993,3
1994,10
1995,11
1996,13
1997,1
1998,6
1999,3
2000,10
2001,9
2002,3
2003,0
2004,3
2005,13
2006,13
2007,5
2008,4
2009,13
2010,5
2011,5
2012,13
2013,12
2014,1
2015,0
2016,5
2017,0
2018,8
2019,4
2020,1
2021,6
2022,6
2023,9
2024,2
2025,5
2026,11
2027,8
2028,5
2029,3
2030,5
2031,11
2032,4
2033,1
2034,10
2035,8
2036,5
2037,3
2038,10
2039,4
2040,8
2041,5
2042,3
2043,4
2044,8
2045,3
2046,6
2047,8
2048,5
2049,5
2050,8
2051,8
2052,8
2053,6
2054,1
2055,8
2056,5
2057,13
2058,3
2059,5
2060,5
2061,8
2062,8
2063,13
2064,6
2065,11
2066,6
2067,5
2068,6
2069,6
2070,13
2071,11
2072,6
2073,5
2074,2
2075,6
2076,8
2077,4
2078,4
2079,3
2080,8
2081,0
2082,11
2083,11
2084,13
2085,3
2086,3
2087,4
2088,6
2089,12
2090,8
2091,0
2092,6
2093,6
2094,1
2095,6
2096,5
2097,5
2098,11
2099,0
2100,4
2101,5
2102,5
2103,11
2104,6
2105,5
2106,6
2107,11
2108,13
2109,8
2110,3
2111,8
2112,8
2113,0
2114,3
2115,4
2116,8
2117,6
2118,3
2119,6
2120,1
2121,5
2122,5
2123,11
2124,5
2125,8
2126,2
2127,12
2128,4
2129,2
2130,5
2131,8
2132,3
2133,7
2134,12
2135,5
2136,11
2137,6
2138,6
2139,11
2140,8
2141,6
2142,9
2143,0
2144,0
2145,6
2146,2
2147,11
2148,11
2149,2
2150,6
2151,8
2152,6
2153,8
2154,13
2155,6
2156,0
2157,1
2158,5
2159,11
2160,2
2161,10
2162,11
2163,4
2164,13
2165,8
2166,12
2167,6
2168,13
2169,1
2170,6
2171,4
2172,4
2173,1
2174,4
2175,1
2176,4
2177,6
2178,11
2179,10
2180,5
2181,8
2182,5
2183,8
2184,11
2185,6
2186,8
2187,11
2188,5
2189,8
2190,10
2191,8
2192,5
2193,13
2194,8
2195,2
2196,1
2197,1
2198,11
2199,6
2200,5
2201,13
2202,8
2203,5
2204,5
2205,5
2206,0
2207,2
2208,5
2209,4
2210,5
2211,6
2212,11
2213,6
2214,6
2215,1
2216,6
2217,1
2218,5
2219,5
2220,6
2221,5
2222,6
2223,5
2224,8
2225,11
2226,1
2227,8
2228,8
2229,5
2230,5
2231,4
2232,13
2233,13
2234,0
2235,4
2236,6
2237,8
2238,4
2239,11
2240,5
2241,7
2242,8
2243,5
2244,13
2245,5
2246,0
2247,10
2248,8
2249,2
2250,8
2251,5
2252,6
2253,11
2254,5
2255,8
2256,7
2257,6
2258,6
2259,5
2260,11
2261,10
2262,10
2263,6
2264,12
2265,3
2266,4
2267,8
2268,1
2269,6
2270,0
2271,6
2272,4
2273,8
2274,8
2275,4
2276,1
2277,13
2278,1
2279,5
2280,11
2281,11
2282,6
2283,1
2284,2
2285,3
2286,4
2287,8
2288,7
2289,12
2290,0
2291,11
2292,6
2293,3
2294,10
2295,3
2296,11
2297,3
2298,8
2299,4
2300,0
2301,8
2302,1
2303,5
2304,6
2305,6
2306,8
2307,6
2308,6
2309,13
2310,3
2311,8
2312,5
2313,13
2314,8
2315,5
2316,5
2317,5
2318,4
2319,9
2320,8
2321,3
2322,8
2323,6
2324,8
2325,6
2326,9
2327,0
2328,5
2329,6
2330,11
2331,0
2332,5
2333,8
2334,0
2335,11
2336,8
2337,5
2338,5
2339,11
2340,0
2341,1
2342,5
2343,10
2344,6
2345,5
2346,3
2347,11
2348,2
2349,2
2350,8
2351,3
2352,8
2353,5
2354,10
2355,8
2356,5
2357,5
2358,0
2359,3
2360,4
2361,6
2362,3
2363,7
2364,11
2365,6
2366,6
2367,1
2368,6
2369,11
2370,13
2371,2
2372,1
2373,8
2374,1
2375,8
2376,12
2377,6
2378,5
2379,10
2380,6
2381,6
2382,5
2383,8
2384,1
2385,8
2386,1
2387,5
2388,4
2389,6
2390,7
2391,6
2392,13
2393,6
2394,11
2395,1
2396,8
2397,5
2398,4
2399,6
2400,10
2401,13
2402,8
2403,8
2404,8
2405,11
2406,5
2407,5
2408,11
2409,0
2410,5
2411,1
2412,6
2413,13
2414,8
2415,10
2416,0
2417,4
2418,8
2419,8
2420,2
2421,5
2422,2
2423,13
2424,8
2425,5
2426,5
2427,3
2428,6
2429,5
2430,6
2431,8
2432,8
2433,2
2434,6
2435,3
2436,8
2437,12
2438,3
2439,7
2440,5
2441,6
2442,5
2443,5
2444,4
2445,5
2446,13
2447,0
2448,5
2449,5
2450,5
2451,3
2452,1
2453,8
2454,4
2455,6
2456,5
2457,5
2458,6
2459,1
2460,8
2461,1
2462,8
2463,6
2464,6
2465,8
2466,6
2467,8
2468,0
2469,10
2470,6
2471,1
2472,6
2473,8
2474,5
2475,8
2476,5
2477,6
2478,0
2479,5
2480,5
2481,11
2482,12
2483,0
2484,0
2485,8
2486,6
2487,3
2488,4
2489,3
2490,5
2491,11
2492,0
2493,3
2494,8
2495,13
2496,11
2497,1
2498,4
2499,8
2500,11
2501,13
2502,11
2503,8
2504,8
2505,6
2506,6
2507,13
2508,10
2509,1
2510,1
2511,5
2512,3
2513,12
2514,8
2515,1
2516,11
2517,6
2518,13
2519,8
2520,4
2521,8
2522,4
2523,6
2524,3
2525,5
2526,8
2527,6
2528,2
2529,5
2530,8
2531,5
2532,8
2533,8
2534,11
2535,5
2536,6
2537,5
2538,6
2539,13
2540,6
2541,5
2542,10
2543,5
2544,8
2545,0
2546,8
2547,5
2548,2
2549,13
2550,4
2551,6
2552,8
2553,11
2554,3
2555,6
2556,3
2557,0
2558,3
2559,6
2560,13
2561,4
2562,10
2563,8
2564,5
2565,5
2566,6
2567,8
2568,2
2569,2
2570,0
2571,12
2572,3
2573,5
2574,13
2575,8
2576,1
2577,6
2578,5
2579,8
2580,12
2581,5
2582,1
2583,1
2584,1
2585,4
2586,1
2587,3
2588,13
2589,8
2590,6
2591,5
2592,11
2593,13
2594,13
2595,5
2596,5
2597,13
2598,2
2599,4
2600,1
2601,8
2602,1
2603,13
2604,10
2605,5
2606,2
2607,1
2608,4
2609,1
2610,4
2611,11
2612,8
2613,1
2614,4
2615,10
2616,6
2617,12
2618,3
2619,13
2620,0
2621,1
2622,6
2623,11
2624,8
2625,4
2626,5
2627,3
2628,8
2629,1
2630,11
2631,5
2632,6
2633,8
2634,6
2635,0
2636,0
2637,5
2638,11
2639,13
2640,11
2641,1
2642,4
2643,5
2644,6
2645,5
2646,8
2647,10
2648,13
2649,13
2650,3
2651,9
2652,6
2653,5
2654,3
2655,8
2656,8
2657,13
2658,5
2659,3
2660,5
2661,6
2662,8
2663,4
2664,0
2665,2
2666,6
2667,5
2668,5
2669,5
2670,8
2671,4
2672,11
2673,5
2674,0
2675,1
2676,8
2677,13
2678,11
2679,6
2680,13
2681,6
2682,6
2683,11
2684,5
2685,8
2686,6
2687,9
2688,8
2689,2
2690,4
2691,0
2692,6
2693,8
2694,0
2695,3
2696,3
2697,11
2698,7
2699,5
2700,5
2701,6
2702,8
2703,13
2704,0
2705,0
2706,11
2707,13
2708,11
2709,5
2710,13
2711,13
2712,8
2713,2
2714,10
2715,13
2716,10
2717,8
2718,13
2719,3
2720,8
2721,5
2722,5
2723,4
2724,1
2725,8
2726,8
2727,0
2728,6
2729,3
2730,1
2731,13
2732,4
2733,11
2734,6
2735,6
2736,13
2737,11
2738,5
2739,8
2740,3
2741,2
2742,6
2743,3
2744,4
2745,11
2746,8
2747,9
2748,8
2749,6
2750,2
2751,12
2752,5
2753,5
2754,1
2755,2
2756,8
2757,11
2758,2
2759,11
2760,12
2761,8
2762,11
2763,4
2764,12
2765,5
2766,10
2767,0
2768,8
2769,8
2770,5
2771,2
2772,1
2773,1
2774,13
2775,13
2776,8
2777,4
2778,5
2779,13
2780,5
2781,13
2782,4
2783,8
2784,8
2785,8
2786,11
2787,8
2788,8
2789,8
2790,6
2791,10
2792,11
2793,11
2794,2
2795,7
2796,11
2797,8
2798,8
2799,2
2800,2
2801,8
2802,8
2803,11
2804,10
2805,11
2806,8
2807,8
2808,10
2809,9
2810,8
2811,11
2812,8
2813,2
2814,13
2815,11
2816,3
2817,8
2818,4
2819,11
2820,4
2821,3
2822,0
2823,11
2824,11
2825,0
2826,1
2827,1
2828,11
2829,6
2830,3
2831,13
2832,11
2833,9
2834,4
2835,2
2836,1
2837,4
2838,6
2839,12
2840,6
2841,3
2842,1
2843,4
2844,3
2845,11
2846,3
2847,11
2848,3
2849,9
2850,13
2851,5
2852,5
2853,5
2854,5
2855,4
2856,8
2857,3
2858,5
2859,6
2860,1
2861,1
2862,8
2863,3
2864,10
2865,13
2866,5
2867,11
2868,5
2869,6
2870,11
2871,3
2872,8
2873,3
2874,0
2875,13
2876,8
2877,1
2878,6
2879,8
2880,6
2881,6
2882,6
2883,2
2884,0
2885,4
2886,13
2887,10
2888,10
2889,5
2890,3
2891,8
2892,0
2893,11
2894,4
2895,7
2896,5
2897,13
2898,8
2899,5
2900,6
2901,10
2902,6
2903,8
2904,0
2905,8
2906,6
2907,6
2908,1
2909,5
2910,5
2911,8
2912,6
2913,6
2914,5
2915,8
2916,6
2917,3
2918,6
2919,11
2920,11
2921,2
2922,1
2923,8
2924,11
2925,11
2926,4
2927,11
2928,1
2929,8
2930,5
2931,8
2932,6
2933,12
2934,11
2935,5
2936,11
2937,13
2938,8
2939,5
2940,8
2941,12
2942,5
2943,6
2944,4
2945,3
2946,8
2947,6
2948,8
2949,7
2950,6
2951,5
2952,6
2953,4
2954,11
2955,6
2956,1
2957,12
2958,3
2959,3
2960,5
2961,5
2962,0
2963,11
2964,1
2965,6
2966,3
2967,8
2968,4
2969,8
2970,4
2971,4
2972,11
2973,9
2974,5
2975,11
2976,0
2977,11
2978,8
2979,1
2980,5
2981,12
2982,5
2983,2
2984,4
2985,5
2986,1
2987,11
2988,8
2989,8
2990,8
2991,5
2992,0
2993,6
2994,13
2995,5
2996,11
2997,1
